财务分类,项目编码,项目名称,项目内涵,除外内容,计价单位,说明,一档价格,二档价格,三档价格,四档价格
,1,一、综合医疗服务类,,,,"1.本类包括一般医疗服务、一般检查治疗、社区卫生及预防保健项目和其它医疗服务项目，本类编码为100000000。
2.有下列情况之一者不另收诊查费：①由医生指定在医院内换号诊断；②取化验及各种检查结果；③病人一次门诊医生开多张处方，多种检查，多次治疗单，检查治疗科室不得要求病人另交纳诊查费。
3.多科室共同使用的医疗服务项目列入本类之中，如护理、抢救、注射、换药等等。
4.患者结算时，门诊医药费用清单和住院病人医药费用明细清单不得另外收费。
5.门诊拆线不得另收诊查费。
6.门诊患者因病情需要，在院外使用的一次性材料（碘伏帽、胰岛素注射针头、造瘘管、造口袋、鼻饲管、导尿管、尿袋）可以外带并收费。",,,,
G,310100019E,硬脑膜下穿刺术,,,次,,150.0 ,142.5 ,135.0 ,120.0 
D,310100020E,周围神经活检术,,,每个切口,同一切口取肌肉和神经标本时以一项计价。,180.0 ,171.0 ,162.0 ,144.0 
D,310100020-1E,肌肉活检术,,,每个切口,同一切口取肌肉和神经标本时以一项计价。,180.0 ,171.0 ,162.0 ,144.0 
D,310100021,植物神经功能检查,,,次,,21.6 ,20.5 ,19.4 ,17.3 
D,310100022,多功能神经肌肉功能监测,,,小时,,80.0 ,76.0 ,72.0 ,64.0 
D,310100022-1,表面肌电测定,,,小时,,80.0 ,76.0 ,72.0 ,64.0 
D,310100023,肌电图,,,每条肌肉,,50.0 ,47.5 ,45.0 ,40.0 
D,310100023-1,眼肌电图,,,每条肌肉,,50.0 ,47.5 ,45.0 ,40.0 
D,310100023-2,表面肌电图检查,采用表面肌电图仪采集检查有明确神经肌肉障碍患者各组肌群的肌电信号，进行数据分析，出具检查报告。,,次,,70.0 ,66.5 ,63.0 ,56.0 
D,310100024,单纤维肌电图,,,每条肌肉,,40.0 ,38.0 ,36.0 ,32.0 
D,310100025,肌电图监测,,,小时,,50.0 ,47.5 ,45.0 ,40.0 
D,310100026,多轨迹断层肌电图,,,次,,暂不定价,暂不定价,暂不定价,暂不定价
G,310100027E,神经阻滞治疗,,,次,,120.0 ,114.0 ,108.0 ,96.0 
G,310100028,经皮穿刺三叉神经半月节注射治疗术,含CT定位、神经感觉定位、注射药物、测定疗效范围、局部加压；不含术中影像学检查。,,次,,500.0 ,475.0 ,450.0 ,400.0 
G,310100029,经皮穿刺三叉神经半月节射频温控热凝术,含CT定位、神经感觉定位、射频温控治疗、测定疗效范围、局部加压；不含术中影像学检查、全麻。,,次,,625.0 ,593.8 ,562.5 ,500.0 
G,310100029-1,经皮穿刺三叉神经感觉根射频温控热凝术,含CT定位、神经感觉定位、射频温控治疗、测定疗效范围、局部加压；不含术中影像学检查、全麻。,,次,,625.0 ,593.8 ,562.5 ,500.0 
G,310100029-2,经皮穿刺蝶腭神经节/上颌神经干射频治疗术,含CT定位、神经感觉定位、射频温控治疗、测定疗效范围、局部加压；不含术中影像学检查、全麻。,,次,,625.0 ,593.8 ,562.5 ,500.0 
G,310100030,经皮穿刺三叉神经干注射术,含CT定位、神经感觉定位、注射药物、测定疗效范围、局部加压；不含术中影像学检查。,,次,,300.0 ,285.0 ,270.0 ,240.0 
G,310100031E,慢性小脑电刺激术,,,次,,20.8 ,19.8 ,18.7 ,16.6 
G,310100033,周围神经毁损术,含神经穿刺及注射。,,次,,500.0 ,475.0 ,450.0 ,400.0 
G,310100033-1E,三叉神经干毁损术,含神经穿刺及注射。,,次,,750.0 ,712.5 ,675.0 ,600.0 
G,310100034,交感神经节毁损术,指颈、腰交感神经节穿刺及注射，含神经穿刺及注射。,,次,,415.0 ,394.3 ,373.5 ,332.0 
G,310100034-1E,交感神经节射频毁损术,,,次,,600.0 ,570.0 ,540.0 ,480.0 
G,310100034-2,胸交感神经节毁损术,,,次,,498.0 ,473.1 ,448.2 ,398.4 
D,310100038S,左旋多巴冲击试验,含服用左旋多巴前、服药后运动功能评分，观察心率、血压等变化，记录不良反应。,,次,,188.0 ,178.6 ,169.2 ,150.4 
D,310100039S,新斯的明试验,通过肌注新斯的明后观察肌无力症状是否有改善。,,次,,171.0 ,162.5 ,153.9 ,136.8 
D,310100040S,卒中功能评分(NIHSS),采用美国国立卫生院卒中功能评分量表对急性脑卒中患者神经功能缺损进行评分。,,次,每周收费不超过两次。,43.0 ,40.9 ,38.7 ,34.4 
G,310100041S,微球囊压迫治疗三叉神经痛,经皮穿刺行球囊扩张压迫三叉神经半月节。,,次,,2860.0 ,2717.0 ,2574.0 ,2288.0 
E,310100042S,颅内电极电刺激定位脑功能区及致痫区,电刺激颅内埋藏电极，给患者各种作业，同时监测脑电，定位脑功能区及癫痫灶。含检查期间脑电图监测。,,次,每日收费不超过1次。,195.0 ,185.0 ,176.0 ,156.0 
,3102,2.内分泌系统,,检验费,,,,,,
,310201,2.1 垂体兴奋试验,指需取静脉血5次及结果分析。,,,,,,,
D,310201001E,生长激素释放激素兴奋试验(GRH),,,每试验项目,,80.0 ,76.0 ,72.0 ,64.0 
D,310201002,促甲状腺释放激素兴奋试验(TRH),,,每试验项目,,80.0 ,76.0 ,72.0 ,64.0 
D,310201003E,促肾上腺释放激素兴奋试验(CRF),,,每试验项目,,80.0 ,76.0 ,72.0 ,64.0 
D,310201004E,促性腺释放激素兴奋试验(GnRH),指卵泡刺激素（FSH）和黄体生成素（LH），结果分析。,,每试验项目,,80.0 ,76.0 ,72.0 ,64.0 
D,310201005E,胰岛素低血糖兴奋试验,指开放静脉、床旁血糖监测、低血糖紧急处理及结果分析。,,每试验项目,,160.0 ,152.0 ,144.0 ,128.0 
D,310201006E,精氨酸试验,,,每试验项目,,80.0 ,76.0 ,72.0 ,64.0 
D,310201007,各种药物兴奋泌乳素(PRL)动态试验,,,每试验项目,,80.0 ,76.0 ,72.0 ,64.0 
,310202,2.2 垂体抑制试验,,,,,,,,
D,310202001E,葡萄糖抑制(GH)试验,指取静脉血5次及结果分析。,,每试验项目,,80.0 ,76.0 ,72.0 ,64.0 
D,310202002,兴奋泌乳素(PRL)抑制试验,指取血2-4次及结果分析。 ,,每试验项目,,80.0 ,76.0 ,72.0 ,64.0 
,310203,2.3 垂体后叶功能试验,,,,,,,,
D,310203001,禁水试验,"指血、尿渗透压,尿比重测定至少各3个标本，每小时测尿量、血压、脉搏、尿比重，需时6-8小时，必要时延至12-16小时，结果分析。",,每试验项目,,200.0 ,190.0 ,180.0 ,160.0 
D,310203002,禁水加压素试验,"指血、尿渗透压,尿比重测定至少各5-6个标本，皮下注射去氨加压素（DDAVP）1-4μg,注射DDAVP后每15分钟测尿量，每小时测血压、脉搏、尿比重共8-10小时，结果分析。",,每试验项目,,200.0 ,190.0 ,180.0 ,160.0 
D,310203003E,高渗盐水试验,"指口服、静脉点滴高渗盐水试验。含血、尿渗透压,尿比重测定至少各5-6个标本，皮下注射去氨加压素（DDAVP）1-4μg,注射DDAVP后每15分钟记尿量，每小时测血压、脉搏、尿比重共8-10小时及结果分析。",,每试验项目,,250.0 ,237.5 ,225.0 ,200.0 
D,310203004,水负荷试验,指血尿渗透压测定各5次、抗利尿激素（ADH）测定3次及结果分析。,,每试验项目,,130.0 ,123.5 ,117.0 ,104.0 
D,310203005,去氨加压素(DDAVP)治疗试验,指需时两天，每日两次测体重、血钠、血和尿渗透压，记出入量，结果分析。,,每试验项目,,150.0 ,142.5 ,135.0 ,120.0 
,310204,2.4 甲状旁腺功能试验,,,,,,,,
D,310204001,钙耐量试验,指静脉点滴钙剂，测血钙、磷5次，尿钙、磷2次及结果分析。,,每试验项目,,157.0 ,149.2 ,141.3 ,125.6 
D,310204002,快速钙滴注抑制试验,指低钙磷饮食、静脉注射钙剂，尿钙磷、肌酐测定8次及结果分析。,,每试验项目,,150.0 ,142.5 ,135.0 ,120.0 
D,310204003,肾小管磷重吸收试验,指固定钙磷饮食、双蒸水饮用，连续两日饮水后1、2小时测尿量，查血尿肌酐和钙磷及结果分析。,,每试验项目,,150.0 ,142.5 ,135.0 ,120.0 
D,310204004,磷清除试验,"指固定钙磷饮食、双蒸水饮用,连续两日饮水后1、3小时测尿量，查血尿肌酐和钙磷及结果分析。",,每试验项目,,150.0 ,142.5 ,135.0 ,120.0 
D,310204005,低钙试验,指低钙饮食，尿钙测定3次及结果分析。,,每试验项目,,100.0 ,95.0 ,90.0 ,80.0 
D,310204006,低磷试验,指低磷饮食，血钙、磷及尿磷测定3次及结果分析。 ,,每试验项目,,100.0 ,95.0 ,90.0 ,80.0 
,310205,2.5 胰岛功能试验,,,,,,,,
D,310205001E,葡萄糖耐量试验,指5次血糖测定及结果分析。,,每试验项目,,107.0 ,101.7 ,96.3 ,85.6 
D,310205002E,馒头餐糖耐量试验,指4次血糖测定及结果分析。,,每试验项目,,86.0 ,81.7 ,77.4 ,68.8 
D,310205003,可的松糖耐量试验,指5次血糖测定及结果分析。,,每试验项目,,80.0 ,76.0 ,72.0 ,64.0 
D,310205004E,胰岛素释放试验,指5次血糖和/或胰岛素测定，与口服葡萄糖耐量试验或馒头餐试验同时进行，结果分析。,,每试验项目,,157.0 ,149.2 ,141.3 ,125.6 
D,310205004-1E,C肽释放试验,指5次血糖和/或胰岛素测定，与口服葡萄糖耐量试验或馒头餐试验同时进行，结果分析。,,每试验项目,,157.0 ,149.2 ,141.3 ,125.6 
D,310205005E,胰高血糖素试验,指7次血糖、胰岛素测定及结果分析。,,每试验项目,,198.0 ,188.1 ,178.2 ,158.4 
D,310205006,甲苯磺丁脲(D860)试验,指血糖、胰岛素测定6次、床旁监护，结果分析。,,每试验项目,,暂不定价,暂不定价,暂不定价,暂不定价
D,310205007E,饥饿试验,指24小时或2、3天监测血糖、胰岛素、床旁监护，结果分析。,,每试验项目,,180.0 ,171.0 ,162.0 ,144.0 
H,310205008E,电脑血糖监测,指床旁血糖监测及结果分析。,血糖试纸,每试验项目,,5.0 ,4.8 ,4.5 ,4.0 
H,310205009E,连续动态血糖监测,指持续监测72小时及以上，血糖值不少于288个，结果分析。,,次,,600.0 ,570.0 ,540.0 ,480.0 
H,310205010,D-木糖耐量测定,,,项,,50.0 ,47.5 ,45.0 ,40.0 
,310206,2.6 肾上腺皮质功能试验,,,,,,,,
D,310206001E,昼夜皮质醇节律测定,指24小时内3次皮质醇或/和ACTH测定及结果分析。,,每试验项目,,130.0 ,123.5 ,117.0 ,104.0 
D,310206002E,促肾上腺皮质激素(ACTH)兴奋试验,"指第一日三次皮质醇测定；以后每日2次皮质醇测定,连续3天，指传统法、肌注法，结果分析。",,每试验项目,,175.0 ,166.3 ,157.5 ,140.0 
D,310206003E,过夜地塞米松抑制试验,指血皮质醇测定2次及结果分析。,,每试验项目,,63.0 ,59.9 ,56.7 ,50.4 
D,310206004,地塞米松抑制试验,指24小时尿17－羟皮质类固醇（17-OHCS），17－酮（17-KS）及皮质醇测定各5次及结果分析。,,每试验项目,,268.0 ,254.6 ,241.2 ,214.4 
D,310206005,皮质素水试验,"指血皮质醇和ACTH测定各5次,测尿量8次,结果分析。",,每试验项目,,123.0 ,116.9 ,110.7 ,98.4 
D,310206005-1,水利尿试验,"指血皮质醇和ACTH测定各5次,测尿量8次,结果分析。",,每试验项目,,123.0 ,116.9 ,110.7 ,98.4 
D,310206006,醛固酮肾素测定卧立位试验,指血醛固酮肾素测定2次及结果分析。,,每试验项目,,91.0 ,86.5 ,81.9 ,72.8 
D,310206007,低钠试验,指血尿钾、钠、氯测定3次及结果分析。,,每试验项目,,83.0 ,78.9 ,74.7 ,66.4 
D,310206007-1,高钠试验,指血尿钾、钠、氯测定3次及结果分析。,,每试验项目,,83.0 ,78.9 ,74.7 ,66.4 
H,310206008,钾负荷试验,指血尿钾、钠测定4次及结果分析。,,每试验项目,,54.0 ,51.3 ,48.6 ,43.2 
D,310206009,安体舒通试验,指测血尿钾、钠6-8次及结果分析。,,每试验项目,,150.0 ,142.5 ,135.0 ,120.0 
D,310206010,赛庚啶试验,指测血醛固酮5次及结果分析。,,每试验项目,,108.0 ,102.6 ,97.2 ,86.4 
D,310206011,氨苯喋啶试验,指测血尿钾、钠6-8次及结果分析。,,每试验项目,,150.0 ,142.5 ,135.0 ,120.0 
D,310206012,开搏通试验,指测血醛固酮测定7次及结果分析。,,每试验项目,,162.0 ,153.9 ,145.8 ,129.6 
,310207,2.7 肾上腺髓质功能试验,,,,,,,,
D,310207001,苄胺唑啉阻滞试验,"指床旁血压、脉搏监测,血压监测每5分钟一次,至少30分钟，结果分析。",,每试验项目,,150.0 ,142.5 ,135.0 ,120.0 
D,310207002,可乐宁试验,指查血肾上腺素、血儿茶酚胺，血压监测每小时一次，连续6小时，结果分析。,,每试验项目,,80.0 ,76.0 ,72.0 ,64.0 
D,310207002-1,哌唑嗪试验,"指查血肾上腺素、血儿茶酚胺，血压监测每小时一次,连续6小时，结果分析。",,每试验项目,,80.0 ,76.0 ,72.0 ,64.0 
D,310207003E,胰高血糖素激发试验,"指血压监测每半分钟一次,连续5分钟后每分钟一次,连续10分钟，结果分析。",,每试验项目,,150.0 ,142.5 ,135.0 ,120.0 
D,310207004,冷加压试验,指血压监测20分钟内测7次及结果分析。,,每试验项目,,87.0 ,82.7 ,78.3 ,69.6 
H,310207005,组织胺激发试验,"指血压监测每半分钟一次,连续15分钟，结果分析。",,每试验项目,,100.0 ,95.0 ,90.0 ,80.0 
D,310207006,酪胺激发试验,"指血压监测每半分钟一次,连续15分钟，结果分析。",,每试验项目,,150.0 ,142.5 ,135.0 ,120.0 
,310208,2.8 其它,,,,,,,,
G,310208001,胰岛素泵持续皮下注射胰岛素,,,,,,,,
G,310208001-1E,胰岛素泵持续皮下注射-首日,,,日,,160.0 ,152.0 ,144.0 ,128.0 
G,310208001-2E,胰岛素泵持续皮下注射-继日,,胰岛素泵管道,日,,60.0 ,57.0 ,54.0 ,48.0 
D,310208002E,人绒毛膜促性腺激素兴奋试验,指3次性腺激素测定及结果分析。,,每试验项目,,64.0 ,60.8 ,57.6 ,51.2 
D,310208003S,体脂测定,指双能X线吸收法，测全身各部位脂肪指量及百分比，结果分析。,,次,,70.0 ,66.5 ,63.0 ,56.0 
G,310208004S,经皮穿刺甲状腺结节消融术,指经皮穿刺甲状腺，使用物理方法对结节进行消融。,,次,甲状旁腺消融参照此收费。,1047.0 ,995.0 ,942.0 ,838.0 
,3103,3.眼部,,,,,,,,
D,310300001,普通视力检查,含远视力、近视力、光机能（包括光感及光定位）、伪盲检查。,,次/双,,2.0 ,1.9 ,1.8 ,1.6 
D,310300002,特殊视力检查,含儿童图形视力表、点视力表、条栅视力卡、视动性眼震仪。,,项,,32.2 ,30.6 ,29.0 ,25.8 
D,310300003,选择性观看检查,,,次/双,,10.0 ,9.5 ,9.0 ,8.0 
D,310300004,视网膜视力检查,,,次/只,,39.0 ,37.1 ,35.1 ,31.2 
D,310300005,视野检查,指普通视野计、电脑视野计、动态（Goldmann）视野计。,,次/只,,50.0 ,47.5 ,45.0 ,40.0 
D,310300006,阿姆斯勒(Amsler)表检查,,,次/双,,6.0 ,5.7 ,5.4 ,4.8 
D,310300007,验光,,,项,,12.0 ,11.4 ,10.8 ,9.6 
D,310300007-1E,检影,,,项,,12.0 ,11.4 ,10.8 ,9.6 
D,310300007-2,散瞳,,,项,,12.0 ,11.4 ,10.8 ,9.6 
D,310300007-3,云雾试验,,,项,,12.0 ,11.4 ,10.8 ,9.6 
D,310300007-4E,试镜,,,项,,12.0 ,11.4 ,10.8 ,9.6 
E,310300008,镜片检测,,,次/双,,5.0 ,4.8 ,4.5 ,4.0 
E,310300009,隐形眼镜配置,含验光、角膜曲率测量、泪液分泌功能（Schirmer）测定。,,次,,80.0 ,76.0 ,72.0 ,64.0 
D,310300010,主导眼检查,,,次/只,,2.0 ,1.9 ,1.8 ,1.6 
D,310300011,代偿头位测定,含使用头位检测仪。,,次/双,,4.0 ,3.8 ,3.6 ,3.2 
D,310300012,复视检查,,,次,,6.0 ,5.7 ,5.4 ,4.8 
D,310300013E,斜视度测定,含九个注视方向双眼分别注视时的斜度，看远及看近。,,次/双,,30.0 ,28.5 ,27.0 ,24.0 
D,310300013-1,视野弧查斜视角,,,次/双,,20.0 ,19.0 ,18.0 ,16.0 
D,310300014,三棱镜检查,,,次/双,,13.0 ,12.4 ,11.7 ,10.4 
D,310300015,线状镜检查,,,次/只,,2.0 ,1.9 ,1.8 ,1.6 
D,310300016,黑氏(Hess)屏检查,,,次/双,,12.0 ,11.4 ,10.8 ,9.6 
D,310300017,调节/集合测定,,,次/双,,12.0 ,11.4 ,10.8 ,9.6 
D,310300018,牵拉试验,含有无复视及耐受程度、被动牵拉、主动收缩。,,次/只,,54.0 ,51.3 ,48.6 ,43.2 
D,310300019,双眼视觉检查,含双眼同时知觉、双眼同时视、双眼融合功能、立体视功能。,,次/双,,58.0 ,55.1 ,52.2 ,46.4 
D,310300019-1,固视野检查,,,次/双,,58.0 ,55.1 ,52.2 ,46.4 
D,310300020,色觉检查,,,,,,,,
D,310300020-1,色觉检查-普通图谱法,,,次/双,,6.0 ,5.7 ,5.4 ,4.8 
D,310300020-2,色觉检查-FM-100Hue测试盒法,,,次/只,,35.0 ,33.3 ,31.5 ,28.0 
D,310300020-3,色觉检查-色觉仪法,,,次/只,,58.0 ,55.1 ,52.2 ,46.4 
D,310300021,对比敏感度检查,,,次/只,,9.0 ,8.6 ,8.1 ,7.2 
D,310300022,暗适应测定,含图形及报告。,,次/只,,35.0 ,33.3 ,31.5 ,28.0 
D,310300023,明适应测定,,,次/双,,20.0 ,19.0 ,18.0 ,16.0 
D,310300024,正切尺检查,,,次/双,,10.0 ,9.5 ,9.0 ,8.0 
D,310300025,注视性质检查,,,次/双,,18.0 ,17.1 ,16.2 ,14.4 
D,310300026,眼象差检查,,,,,,,,
D,310300026-1,眼象差检查-手工法,,,次/只,,6.0 ,5.7 ,5.4 ,4.8 
D,310300026-2,眼象差检查-仪器法,,,次/只,,240.0 ,228.0 ,216.0 ,192.0 
D,310300027,眼压检查,,,,,,,,
D,310300027-1,眼压检查-Schiotz眼压计法,,,次/双,,10.0 ,9.5 ,9.0 ,8.0 
D,310300027-2,眼压检查-非接触眼压计法或压平眼压计法,,,次/双,,30.0 ,28.5 ,27.0 ,24.0 
D,310300028,眼压日曲线检查,含5次测眼压。,,次/双,,150.0 ,142.5 ,135.0 ,120.0 
D,310300028-1,眼压日曲线检查-Schiotz眼压计法,含5次测眼压。,,次/双,,50.0 ,47.5 ,45.0 ,40.0 
D,310300029,眼压描记,,,次/双,,25.0 ,23.8 ,22.5 ,20.0 
D,310300030,眼球突出度测量,指米尺测量法、眼球突出计测量法。,,次/双,,12.0 ,11.4 ,10.8 ,9.6 
D,310300031,青光眼视网膜神经纤维层计算机图象分析,含计算机图相分析；不含OCT、HRT及SLO。,,次/双,,60.0 ,57.0 ,54.0 ,48.0 
E,310300032,低视力助视器试验,,,次/只,,35.0 ,33.3 ,31.5 ,28.0 
D,310300033,上睑下垂检查,,,次/只,,12.0 ,11.4 ,10.8 ,9.6 
D,310300034,泪膜破裂时间测定,,,次/只,,12.0 ,11.4 ,10.8 ,9.6 
D,310300035,泪液分泌功能测定,,,次/只,,12.0 ,11.4 ,10.8 ,9.6 
E,310300036E,泪道冲洗,,,次/只,,13.0 ,12.4 ,11.7 ,10.4 
D,310300037,青光眼诱导试验,含饮水、暗室、妥拉苏林等。,,次/双,,35.0 ,33.3 ,31.5 ,28.0 
D,310300038,角膜荧光素染色检查,,,次/双,,14.0 ,13.3 ,12.6 ,11.2 
D,310300039,角膜曲率测量,,,次/双,,20.0 ,19.0 ,18.0 ,16.0 
D,310300040,角膜地形图检查,,,次/只,,150.0 ,142.5 ,135.0 ,120.0 
D,310300041,角膜内皮镜检查,,,次/只,,100.0 ,95.0 ,90.0 ,80.0 
D,310300041-1,角膜内皮镜检查加收(录象记录),,,次,,20.0 ,19.0 ,18.0 ,16.0 
D,310300042,角膜厚度检查,指裂隙灯法、超声法。,,次/只,,23.0 ,21.9 ,20.7 ,18.4 
D,310300043,角膜知觉检查,,,次/只,,5.0 ,4.8 ,4.5 ,4.0 
D,310300044,巩膜透照检查,含散瞳。,,次/只,,30.0 ,28.5 ,27.0 ,24.0 
D,310300045,人工晶体度数测量,,,次/双,,70.0 ,66.5 ,63.0 ,56.0 
D,310300046,前房深度测量,指裂隙灯法（测量周边前房及轴部前房）、前房深度测量仪法。,,次/只,,18.0 ,17.1 ,16.2 ,14.4 
D,310300047,房水荧光测定,,,次/只,,20.0 ,19.0 ,18.0 ,16.0 
D,310300048,裂隙灯检查,,,次/双,,12.0 ,11.4 ,10.8 ,9.6 
D,310300049,裂隙灯下眼底检查,指前置镜、三面镜、视网膜镜。,,次/只,,38.0 ,36.1 ,34.2 ,30.4 
D,310300050,裂隙灯下房角镜检查,,,次/只,,26.0 ,24.7 ,23.4 ,20.8 
D,310300051,眼位照相,,,次/双,,35.0 ,33.3 ,31.5 ,28.0 
D,310300052,眼前段照相,,,次,含彩照3张。,45.0 ,42.8 ,40.5 ,36.0 
D,310300053,眼底照相,指眼底后极部照相。,,次/只,,35.0 ,33.3 ,31.5 ,28.0 
D,310300053-1,眼底照相加收(超过一个方位),,,每方位,,20.0 ,19.0 ,18.0 ,16.0 
D,310300054,眼底血管造影,,,,,,,,
D,310300054-1,眼底荧光血管造影(FFA),含图文报告。,造影剂,次/只,,180.0 ,171.0 ,162.0 ,144.0 
D,310300054-2,眼底靛青绿血管造影(ICGA),含图文报告。,造影剂,次/只,,300.0 ,285.0 ,270.0 ,240.0 
D,310300055,裂隙灯下眼底视神经立体照相,,,次/只,,92.0 ,87.4 ,82.8 ,73.6 
D,310300056,眼底检查,不含散瞳。,,,,,,,
D,310300056-1,眼底检查-直接眼底镜法,不含散瞳。,,次/只,,5.0 ,4.8 ,4.5 ,4.0 
D,310300056-2,眼底检查-间接眼底镜法,不含散瞳。,,次/只,,25.0 ,23.8 ,22.5 ,20.0 
D,310300057,扫描激光眼底检查(SLO),,,次/只,,180.0 ,171.0 ,162.0 ,144.0 
D,310300058,视网膜裂孔定位检查,含直接检眼镜观察+测算、双目间接检眼镜观察+巩膜加压法。,,次/只,,20.0 ,19.0 ,18.0 ,16.0 
D,310300059,海德堡视网膜厚度检查(HRT),,,次/只,,173.0 ,164.4 ,155.7 ,138.4 
D,310300060,眼血流图,,,次/只,,46.0 ,43.7 ,41.4 ,36.8 
D,310300061,视网膜动脉压测定,,,次,,暂不定价,暂不定价,暂不定价,暂不定价
D,310300062,临界融合频率检查,,,次,,暂不定价,暂不定价,暂不定价,暂不定价
D,310300063,超声生物显微镜检查(UBM),,,次/只,,200.0 ,190.0 ,180.0 ,160.0 
D,310300064,光学相干断层成相(OCT),含测眼球后极组织厚度及断面相。,,次/只,,232.0 ,220.4 ,208.8 ,185.6 
D,310300064-1,光学相干断层扫描眼内血流成像,视网膜、脉络膜等眼内光学相干断层扫描血流成像,,次/只,,232.0 ,220.4 ,208.8 ,185.6 
D,310300065,视网膜电流图(ERG),指图形视网膜电图（P-ERG）或多焦视网膜电图（m-ERG）。,电极,次/只,,125.0 ,118.8 ,112.5 ,100.0 
D,310300066,视网膜地形图,,,次/只,,100.0 ,95.0 ,90.0 ,80.0 
D,310300067,眼电图(EOG),含运动或感觉。,,次/只,,92.0 ,87.4 ,82.8 ,73.6 
D,310300068,视诱发电位(VEP),含单导、图形。,,次/只,,100.0 ,95.0 ,90.0 ,80.0 
D,310300069,眼外肌功能检查,含眼球运动、歪头试验、集合与散开。,,次/双,,10.0 ,9.5 ,9.0 ,8.0 
D,310300070,眼肌力检查,,,次,,暂不定价,暂不定价,暂不定价,暂不定价
D,310300071,结膜印痕细胞检查,,,次,,50.0 ,47.5 ,45.0 ,40.0 
D,310300072,马氏(Maddox)杆试验,,,次/双,,3.5 ,3.3 ,3.2 ,2.8 
G,310300073,球内异物定位,含眼科操作部分。,,次,,155.0 ,147.3 ,139.5 ,124.0 
D,310300074,磁吸试验,,,次,,30.0 ,28.5 ,27.0 ,24.0 
D,310300075E,眼活体组织检查,,,次,,180.0 ,171.0 ,162.0 ,144.0 
D,310300075-1E,眼活体组织检查加收(超过一个标本),,,每个标本,,50.0 ,47.5 ,45.0 ,40.0 
D,310300076E,角膜刮片检查,不含微生物检查。,,次/只,,15.0 ,14.3 ,13.5 ,12.0 
D,310300077E,结膜囊取材检查,不含微生物检查。,,次/只,,30.0 ,28.5 ,27.0 ,24.0 
G,310300078,准分子激光屈光性角膜矫正术(PRK),,,次/只,,2000.0 ,1900.0 ,1800.0 ,1600.0 
G,310300078-1,准分子激光治疗性角膜矫正术(PTK),,,次/只,,2000.0 ,1900.0 ,1800.0 ,1600.0 
G,310300079,激光原位角膜磨镶术(LASIK),,,次/只,,2500.0 ,2375.0 ,2250.0 ,2000.0 
G,310300080E,视网膜激光光凝术,,,次/只,,460.0 ,437.0 ,414.0 ,368.0 
G,310300081E,激光治疗眼前节病,,,次/只,,400.0 ,380.0 ,360.0 ,320.0 
G,310300081-1E,激光治疗青光眼,,,次/只,,400.0 ,380.0 ,360.0 ,320.0 
G,310300081-2E,激光晶状体囊膜切开,,,次/只,,400.0 ,380.0 ,360.0 ,320.0 
G,310300081-3,激光虹膜囊肿切除,,,次/只,,400.0 ,380.0 ,360.0 ,320.0 
G,310300082,铒激光眼科手术,,,次,,1500.0 ,1425.0 ,1350.0 ,1200.0 
G,310300082-1,铒激光白内障手术,,,次,,1500.0 ,1425.0 ,1350.0 ,1200.0 
G,310300082-2,铒激光晶体囊膜切开手术,,,次,,1500.0 ,1425.0 ,1350.0 ,1200.0 
G,310300082-3,铒激光晶体摘除手术,,,次,,1500.0 ,1425.0 ,1350.0 ,1200.0 
G,310300083,钬激光巩膜切除手术,,,次,,暂不定价,暂不定价,暂不定价,暂不定价
E,310300084,低功率氦-氖激光治疗,,,次/只,,14.0 ,13.3 ,12.6 ,11.2 
E,310300084-1,温热激光治疗,,,次/只,,14.0 ,13.3 ,12.6 ,11.2 
G,310300085,电解倒睫,,,次/只,,14.0 ,13.3 ,12.6 ,11.2 
G,310300085-1,拔倒睫,,,次/只,,14.0 ,13.3 ,12.6 ,11.2 
E,310300086E,光动力疗法(PDT),含光敏剂配置、微泵注入药物、激光治疗。,光敏剂,次/只,,1035.0 ,983.3 ,931.5 ,828.0 
E,310300087,睑板腺按摩,清洁局部，按摩睑板腺。,,只,,15.0 ,14.3 ,13.5 ,12.0 
E,310300088E,冲洗结膜囊,,,次/只,,14.0 ,13.3 ,12.6 ,11.2 
E,310300089,睑结膜伪膜去除冲洗,,,次,,25.0 ,23.8 ,22.5 ,20.0 
E,310300089-1,淋病结膜囊冲洗,,,次,,25.0 ,23.8 ,22.5 ,20.0 
E,310300089-2,睑结膜化学伤冲洗,,,次,,25.0 ,23.8 ,22.5 ,20.0 
G,310300090,晶体囊截开术,,,次,,1105.0 ,1049.8 ,994.5 ,884.0 
G,310300090-1,晶体囊激光截开术,,,次,,1205.0 ,1144.8 ,1084.5 ,964.0 
G,310300091E,取结膜结石,,,次/只,,35.0 ,33.3 ,31.5 ,28.0 
E,310300092,沙眼磨擦压挤术,,,次/只,,30.0 ,28.5 ,27.0 ,24.0 
G,310300093E,眼部脓肿切开引流术,,,次/只,,43.0 ,40.9 ,38.7 ,34.4 
G,310300094E,球结膜下注射,,,次/只,,20.0 ,19.0 ,18.0 ,16.0 
G,310300095E,球后注射,,,次/只,,25.0 ,23.8 ,22.5 ,20.0 
G,310300095-1E,球周半球后注射,,,次/只,,25.0 ,23.8 ,22.5 ,20.0 
G,310300095-2,球旁注射,,,次/只,,25.0 ,23.8 ,22.5 ,20.0 
G,310300096E,眶上神经封闭,,,次,,7.0 ,6.7 ,6.3 ,5.6 
